Image number;Picture;Method;Execution time (s);Valid match
1;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;SIFT;0.4620356559753418;True
1;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;ORB;1.9400389194488525;True
1;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;TM_CCOEFF_NORMED;0.04196739196777344;True
1;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;TM_CCORR_NORMED;0.03099822998046875;True
1;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;TM_SQDIFF;0.0350339412689209;True
2;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;SIFT;0.48899078369140625;False
2;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;ORB;0.9099946022033691;False
2;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;TM_CCOEFF_NORMED;0.041960716247558594;False
2;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;TM_CCORR_NORMED;0.031009674072265625;False
2;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;TM_SQDIFF;0.035999298095703125;False
3;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;SIFT;0.4889707565307617;False
3;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;ORB;1.3560311794281006;False
3;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;TM_CCOEFF_NORMED;0.04300045967102051;False
3;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;TM_CCORR_NORMED;0.032972097396850586;False
3;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;TM_SQDIFF;0.03400588035583496;False
4;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;SIFT;0.4259943962097168;False
4;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;ORB;0.8910002708435059;False
4;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;TM_CCOEFF_NORMED;0.040967464447021484;False
4;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;TM_CCORR_NORMED;0.03300023078918457;False
4;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;TM_SQDIFF;0.034996986389160156;False
5;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_005.png;SIFT;0.4440019130706787;False
5;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_005.png;ORB;1.1820344924926758;False
5;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_005.png;TM_CCOEFF_NORMED;0.04099917411804199;False
5;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_005.png;TM_CCORR_NORMED;0.03299999237060547;False
5;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_005.png;TM_SQDIFF;0.03699994087219238;False
6;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_006.png;SIFT;0.44202685356140137;False
6;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_006.png;ORB;0.8340001106262207;False
6;../storage/dataset_alter/dataset1/normal/img_1.png ../storage/dataset/dataset1_templates/256/img_1_006.png;TM_CCOEFF_NORMED;0.04496479034423828;False
