Image number;Picture;Method;Execution time (s);Valid match
1;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;SIFT;0.5069997310638428;True
1;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;ORB;1.8780014514923096;True
1;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;TM_CCOEFF_NORMED;0.041001319885253906;True
1;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;TM_CCORR_NORMED;0.029979228973388672;True
1;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_001.png;TM_SQDIFF;0.03400301933288574;True
2;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;SIFT;0.4770021438598633;False
2;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;ORB;0.91900634765625;False
2;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;TM_CCOEFF_NORMED;0.04099464416503906;False
2;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;TM_CCORR_NORMED;0.03399968147277832;False
2;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_002.png;TM_SQDIFF;0.03500008583068848;False
3;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;SIFT;0.4889676570892334;False
3;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;ORB;1.3460369110107422;False
3;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;TM_CCOEFF_NORMED;0.044991254806518555;False
3;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;TM_CCORR_NORMED;0.03200078010559082;False
3;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_003.png;TM_SQDIFF;0.03500080108642578;False
4;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;SIFT;0.4649941921234131;False
4;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;ORB;0.8870041370391846;False
4;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;TM_CCOEFF_NORMED;0.040964365005493164;False
4;../storage/dataset_alter/dataset1/noise/img_1.png ../storage/dataset/dataset1_templates/256/img_1_004.png;TM_CCORR_NORMED;0.030004501342773438;False
